file_path,file_name,actor_id,emotion_code,emotion,sample_rate,channels,duration,file_size,hash,split
..\data\raw\RAVDESS\Actor_01\03-01-03-01-02-01-01.wav,03-01-03-01-02-01-01.wav,01,03,happy,16000,1,3.536875,113258,0840eb8a859a7748f8040d8645da4ee1,development
..\data\raw\RAVDESS\Actor_01\03-01-03-01-02-02-01.wav,03-01-03-01-02-02-01.wav,01,03,happy,16000,1,3.70375,118598,bf11869a9132bef9d512ad9d992693b3,development
..\data\raw\RAVDESS\Actor_01\03-01-03-02-01-01-01.wav,03-01-03-02-01-01-01.wav,01,03,happy,16000,1,3.670375,117530,de40f19a015956fb9a005b4cb84e7f10,development
..\data\raw\RAVDESS\Actor_01\03-01-03-02-01-02-01.wav,03-01-03-02-01-02-01.wav,01,03,happy,16000,1,3.637,116462,98e4c63c656c790855fdab77fc61106a,development
..\data\raw\RAVDESS\Actor_01\03-01-03-02-02-01-01.wav,03-01-03-02-02-01-01.wav,01,03,happy,16000,1,3.93725,126070,4eafa25ca9b90f510a8b6cc89c803b04,development
..\data\raw\RAVDESS\Actor_01\03-01-03-02-02-02-01.wav,03-01-03-02-02-02-01.wav,01,03,happy,16000,1,3.9373125,126072,66cebe20122ba03813cfdaeade633909,development
..\data\raw\RAVDESS\Actor_01\03-01-04-01-01-01-01.wav,03-01-04-01-01-01-01.wav,01,04,sad,16000,1,3.8371875,122868,7835a4674d2ba7d1c2f587766dcf3008,development
..\data\raw\RAVDESS\Actor_01\03-01-04-01-01-02-01.wav,03-01-04-01-01-02-01.wav,01,04,sad,16000,1,3.57025,114326,a34d3e4e57dbc3bce96611d46054c96e,development
..\data\raw\RAVDESS\Actor_01\03-01-04-01-02-01-01.wav,03-01-04-01-02-01-01.wav,01,04,sad,16000,1,3.5035,112190,4a51c4101e297ae6e37775001dc4f6a7,development
..\data\raw\RAVDESS\Actor_01\03-01-04-01-02-02-01.wav,03-01-04-01-02-02-01.wav,01,04,sad,16000,1,3.3700625,107920,f9fd430d17f08f722fb0dcadf666ad6a,development
..\data\raw\RAVDESS\Actor_01\03-01-04-02-01-01-01.wav,03-01-04-02-01-01-01.wav,01,04,sad,16000,1,3.8038125,121800,57b2f649b319ab872eba48ff94930fbc,development
..\data\raw\RAVDESS\Actor_01\03-01-04-02-01-02-01.wav,03-01-04-02-01-02-01.wav,01,04,sad,16000,1,3.70375,118598,041323c24ee468dd6a01f5a82f2f1324,development
..\data\raw\RAVDESS\Actor_01\03-01-04-02-02-01-01.wav,03-01-04-02-02-01-01.wav,01,04,sad,16000,1,3.737125,119666,9ffc5a03ee74e52298ac87ee7a514777,development
..\data\raw\RAVDESS\Actor_01\03-01-04-02-02-02-01.wav,03-01-04-02-02-02-01.wav,01,04,sad,16000,1,3.7370625,119664,f9b0bc24174a43d8586c72c405e665d3,development
..\data\raw\RAVDESS\Actor_01\03-01-05-01-01-01-01.wav,03-01-05-01-01-01-01.wav,01,05,angry,16000,1,3.8705625,123936,5775eea930516f344c0dcc461d806e25,development
..\data\raw\RAVDESS\Actor_01\03-01-05-01-01-02-01.wav,03-01-05-01-01-02-01.wav,01,05,angry,16000,1,3.9373125,126072,8ab13eb6cec994bb4f6d6638f073c627,development
..\data\raw\RAVDESS\Actor_01\03-01-05-01-02-01-01.wav,03-01-05-01-02-01-01.wav,01,05,angry,16000,1,3.5035,112190,9fe2e4c8d8eed1634e7c44ecf1c02eb2,development
..\data\raw\RAVDESS\Actor_01\03-01-05-01-02-02-01.wav,03-01-05-01-02-02-01.wav,01,05,angry,16000,1,3.7370625,119664,47d522aee7f841c1fba9ccf9e667dc73,development
..\data\raw\RAVDESS\Actor_01\03-01-05-02-01-01-01.wav,03-01-05-02-01-01-01.wav,01,05,angry,16000,1,4.104125,131410,81a8a9f83979e97cb86bbf9476ef39a0,development
..\data\raw\RAVDESS\Actor_01\03-01-05-02-01-02-01.wav,03-01-05-02-01-02-01.wav,01,05,angry,16000,1,4.3710625,139952,048c34276dc9a5271d393aa6ae625384,development
..\data\raw\RAVDESS\Actor_01\03-01-05-02-02-01-01.wav,03-01-05-02-02-01-01.wav,01,05,angry,16000,1,4.1375,132478,a800c97d7239496ad33b7ffe25c44dfa,development
..\data\raw\RAVDESS\Actor_01\03-01-05-02-02-02-01.wav,03-01-05-02-02-02-01.wav,01,05,angry,16000,1,4.4378125,142088,4f5fe818db5a9c4388ffac4979472799,development
..\data\raw\RAVDESS\Actor_01\03-01-06-01-01-01-01.wav,03-01-06-01-01-01-01.wav,01,06,fearful,16000,1,3.670375,117530,c8597f70017e896ac3cb7ab2bc3e96a6,development
..\data\raw\RAVDESS\Actor_01\03-01-06-01-01-02-01.wav,03-01-06-01-01-02-01.wav,01,06,fearful,16000,1,3.637,116462,7da3f932f608c20109c617fe6aee4710,development
..\data\raw\RAVDESS\Actor_01\03-01-06-01-02-01-01.wav,03-01-06-01-02-01-01.wav,01,06,fearful,16000,1,3.4368125,110056,184a5113295ef634babe2f153eedf6c2,development
..\data\raw\RAVDESS\Actor_01\03-01-06-01-02-02-01.wav,03-01-06-01-02-02-01.wav,01,06,fearful,16000,1,3.7036875,118596,2eae35d72677de3faef8f58f172add69,development
..\data\raw\RAVDESS\Actor_01\03-01-06-02-01-01-01.wav,03-01-06-02-01-01-01.wav,01,06,fearful,16000,1,5.005,160238,012b1b229947beb4c3b1195c856b9dbd,development
..\data\raw\RAVDESS\Actor_01\03-01-06-02-01-02-01.wav,03-01-06-02-01-02-01.wav,01,06,fearful,16000,1,4.2375625,135680,b285928cdd577eb76c6cd11531e590f1,development
..\data\raw\RAVDESS\Actor_01\03-01-06-02-02-01-01.wav,03-01-06-02-02-01-01.wav,01,06,fearful,16000,1,3.970625,127138,53f4b5c1c4f883ce2f6825fea04c6b5a,development
..\data\raw\RAVDESS\Actor_01\03-01-06-02-02-02-01.wav,03-01-06-02-02-02-01.wav,01,06,fearful,16000,1,3.9039375,125004,8f15ff4b2e18adc1b1ad6dbf89b977e1,development
..\data\raw\RAVDESS\Actor_01\03-01-07-01-01-01-01.wav,03-01-07-01-01-01-01.wav,01,07,disgust,16000,1,3.8705625,123936,479bf13cc5d67e2d0fff331bd8bb8a02,development
..\data\raw\RAVDESS\Actor_01\03-01-07-01-01-02-01.wav,03-01-07-01-01-02-01.wav,01,07,disgust,16000,1,3.9039375,125004,adaf0f197693cf7fcd21c1cb3bb9d823,development
..\data\raw\RAVDESS\Actor_01\03-01-07-01-02-01-01.wav,03-01-07-01-02-01-01.wav,01,07,disgust,16000,1,3.9039375,125004,5801d19a57e0bb071c1cd1459556ea6c,development
..\data\raw\RAVDESS\Actor_01\03-01-07-01-02-02-01.wav,03-01-07-01-02-02-01.wav,01,07,disgust,16000,1,3.8371875,122868,4914a018dc0c9f5a9660f241cbb6f725,development
..\data\raw\RAVDESS\Actor_01\03-01-07-02-01-01-01.wav,03-01-07-02-01-01-01.wav,01,07,disgust,16000,1,4.3043125,137816,fdb58d986284e877366daaaec47eb489,development
..\data\raw\RAVDESS\Actor_01\03-01-07-02-01-02-01.wav,03-01-07-02-01-02-01.wav,01,07,disgust,16000,1,4.104125,131410,21eca32da081cba3f2fd8a8992016ff2,development
..\data\raw\RAVDESS\Actor_01\03-01-07-02-02-01-01.wav,03-01-07-02-02-01-01.wav,01,07,disgust,16000,1,4.037375,129274,71786d90a1e2014dd2af878745a21536,development
..\data\raw\RAVDESS\Actor_01\03-01-07-02-02-02-01.wav,03-01-07-02-02-02-01.wav,01,07,disgust,16000,1,4.3710625,139952,df01d999424ef58f0c90d40389630c01,development
..\data\raw\RAVDESS\Actor_01\03-01-08-01-01-01-01.wav,03-01-08-01-01-01-01.wav,01,08,surprised,16000,1,3.4034375,108988,587878027ec4b3119c1195efcac4c857,development
..\data\raw\RAVDESS\Actor_01\03-01-08-01-01-02-01.wav,03-01-08-01-01-02-01.wav,01,08,surprised,16000,1,3.2699375,104716,e9d49cfa5fcac10e31a2c8027ae813a7,development
..\data\raw\RAVDESS\Actor_01\03-01-08-01-02-01-01.wav,03-01-08-01-02-01-01.wav,01,08,surprised,16000,1,3.536875,113258,cc6adb506b023abf2983fbc7ede2e577,development
..\data\raw\RAVDESS\Actor_01\03-01-08-01-02-02-01.wav,03-01-08-01-02-02-01.wav,01,08,surprised,16000,1,3.2699375,104716,c5f685074d3f84eaccb1a65f77746626,development
..\data\raw\RAVDESS\Actor_01\03-01-08-02-01-01-01.wav,03-01-08-02-01-01-01.wav,01,08,surprised,16000,1,3.43675,110054,3232ed3f9b78f7c3840ec3d4e83cf34f,development
..\data\raw\RAVDESS\Actor_01\03-01-08-02-01-02-01.wav,03-01-08-02-01-02-01.wav,01,08,surprised,16000,1,3.57025,114326,127a19690aeba843565bdb1a1b3e1091,development
..\data\raw\RAVDESS\Actor_01\03-01-08-02-02-01-01.wav,03-01-08-02-02-01-01.wav,01,08,surprised,16000,1,3.5035,112190,af3817068c846ca808911695436d73b7,development
..\data\raw\RAVDESS\Actor_01\03-01-08-02-02-02-01.wav,03-01-08-02-02-02-01.wav,01,08,surprised,16000,1,3.2699375,104716,7710ef6e7f7f62d02d86490ce1dd1de6,development
..\data\raw\RAVDESS\Actor_02\03-01-01-01-01-01-02.wav,03-01-01-01-01-01-02.wav,02,01,neutral,16000,1,3.637,116462,f187cae006d857c1ae170c8265980346,development
..\data\raw\RAVDESS\Actor_02\03-01-01-01-01-02-02.wav,03-01-01-01-01-02-02.wav,02,01,neutral,16000,1,3.603625,115394,b589b943fa1e4d8feb27a90c8d4b5968,development
..\data\raw\RAVDESS\Actor_02\03-01-01-01-02-01-02.wav,03-01-01-01-02-01-02.wav,02,01,neutral,16000,1,3.7704375,120732,4a4c6f9b8810629362e0f188df9ddd61,development
..\data\raw\RAVDESS\Actor_02\03-01-01-01-02-02-02.wav,03-01-01-01-02-02-02.wav,02,01,neutral,16000,1,3.603625,115394,521153f4753dc1428e71f4611d258613,development
..\data\raw\RAVDESS\Actor_02\03-01-02-01-01-01-02.wav,03-01-02-01-01-01-02.wav,02,02,calm,16000,1,3.8371875,122868,4092415b3769c2013da3d62ede18cc03,development
..\data\raw\RAVDESS\Actor_02\03-01-02-01-01-02-02.wav,03-01-02-01-01-02-02.wav,02,02,calm,16000,1,4.004,128206,02a0d5836b7cadf7d0a95067ebd61b6a,development
..\data\raw\RAVDESS\Actor_02\03-01-02-01-02-01-02.wav,03-01-02-01-02-01-02.wav,02,02,calm,16000,1,3.8371875,122868,a41cbba4167033d7bd67af1b3158ed1c,development
..\data\raw\RAVDESS\Actor_02\03-01-02-01-02-02-02.wav,03-01-02-01-02-02-02.wav,02,02,calm,16000,1,3.970625,127138,0a14fa16bdbf83b8f88282aa7154c9c6,development
..\data\raw\RAVDESS\Actor_02\03-01-02-02-01-01-02.wav,03-01-02-02-01-01-02.wav,02,02,calm,16000,1,4.1375,132478,f3c4f0da003c2e1cf24bfd22d5ca7639,development
..\data\raw\RAVDESS\Actor_02\03-01-02-02-01-02-02.wav,03-01-02-02-01-02-02.wav,02,02,calm,16000,1,4.037375,129274,c9220c5ec0aa0cfbc040c44b6dd2dd97,development
..\data\raw\RAVDESS\Actor_02\03-01-02-02-02-01-02.wav,03-01-02-02-02-01-02.wav,02,02,calm,16000,1,4.104125,131410,43ec80f302b81e700be5c2839bc65a4b,development
..\data\raw\RAVDESS\Actor_02\03-01-02-02-02-02-02.wav,03-01-02-02-02-02-02.wav,02,02,calm,16000,1,4.104125,131410,e9a19acbed652c054ce73487aae987e2,development
..\data\raw\RAVDESS\Actor_02\03-01-03-01-01-01-02.wav,03-01-03-01-01-01-02.wav,02,03,happy,16000,1,3.603625,115394,2be345bb26ecc1a821dc13da908e60b9,development
..\data\raw\RAVDESS\Actor_02\03-01-03-01-01-02-02.wav,03-01-03-01-01-02-02.wav,02,03,happy,16000,1,3.7036875,118596,88affbb698a9b66f6c8fabd5ef17d35d,development
..\data\raw\RAVDESS\Actor_02\03-01-03-01-02-01-02.wav,03-01-03-01-02-01-02.wav,02,03,happy,16000,1,3.7704375,120732,21c83ca5daf8d9cb7abd069aca2425d8,development
..\data\raw\RAVDESS\Actor_02\03-01-03-01-02-02-02.wav,03-01-03-01-02-02-02.wav,02,03,happy,16000,1,3.737125,119666,1ab760da160c9ec84f8a2cfccbe2de10,development
..\data\raw\RAVDESS\Actor_02\03-01-03-02-01-01-02.wav,03-01-03-02-01-01-02.wav,02,03,happy,16000,1,3.70375,118598,a7726ea61545c32007dfe88807f50f59,development
..\data\raw\RAVDESS\Actor_02\03-01-03-02-01-02-02.wav,03-01-03-02-01-02-02.wav,02,03,happy,16000,1,3.670375,117530,8f35175c6a5b6bf223d308765cb73637,development
..\data\raw\RAVDESS\Actor_02\03-01-03-02-02-01-02.wav,03-01-03-02-02-01-02.wav,02,03,happy,16000,1,3.70375,118598,202a888108bf78d39339fac2e4c90fc6,development
..\data\raw\RAVDESS\Actor_02\03-01-03-02-02-02-02.wav,03-01-03-02-02-02-02.wav,02,03,happy,16000,1,3.8705625,123936,13bd9c99903a5b936f943d02e33dc857,development
..\data\raw\RAVDESS\Actor_02\03-01-04-01-01-01-02.wav,03-01-04-01-01-01-02.wav,02,04,sad,16000,1,3.8371875,122868,9f83669e1a8c03c88406150fc6721348,development
..\data\raw\RAVDESS\Actor_02\03-01-04-01-01-02-02.wav,03-01-04-01-01-02-02.wav,02,04,sad,16000,1,3.7704375,120732,f85b42f81fe8192a3da1900563537e48,development
..\data\raw\RAVDESS\Actor_02\03-01-04-01-02-01-02.wav,03-01-04-01-02-01-02.wav,02,04,sad,16000,1,3.7370625,119664,6fb7a7fe43e3135ee8a68266dc8b7ea3,development
..\data\raw\RAVDESS\Actor_02\03-01-04-01-02-02-02.wav,03-01-04-01-02-02-02.wav,02,04,sad,16000,1,3.7704375,120732,449320aa668b2e0db8ea2bd245f20f48,development
..\data\raw\RAVDESS\Actor_02\03-01-04-02-01-01-02.wav,03-01-04-02-01-01-02.wav,02,04,sad,16000,1,3.737125,119666,0825c9a2cf35430389f3bee93bb087e7,development
..\data\raw\RAVDESS\Actor_02\03-01-04-02-01-02-02.wav,03-01-04-02-01-02-02.wav,02,04,sad,16000,1,3.7704375,120732,5b28eaddcb0005ce350dc8fd4301627f,development
..\data\raw\RAVDESS\Actor_02\03-01-04-02-02-01-02.wav,03-01-04-02-02-01-02.wav,02,04,sad,16000,1,3.7036875,118596,8ffd204273da51d5eb983f05b75576c9,development
..\data\raw\RAVDESS\Actor_02\03-01-04-02-02-02-02.wav,03-01-04-02-02-02-02.wav,02,04,sad,16000,1,3.670375,117530,536265998ac1c145ad4e2bdc35faebb8,development
..\data\raw\RAVDESS\Actor_02\03-01-05-01-01-01-02.wav,03-01-05-01-01-01-02.wav,02,05,angry,16000,1,3.670375,117530,c4ec7535b19e1f1920bd7e1a05ebe90d,development
..\data\raw\RAVDESS\Actor_02\03-01-05-01-01-02-02.wav,03-01-05-01-01-02-02.wav,02,05,angry,16000,1,3.670375,117530,37677890d18491a55b27e13963e06bf5,development
..\data\raw\RAVDESS\Actor_02\03-01-05-01-02-01-02.wav,03-01-05-01-02-01-02.wav,02,05,angry,16000,1,3.7704375,120732,7f57ae507ca054099def0bed27f4a1ee,development
..\data\raw\RAVDESS\Actor_02\03-01-05-01-02-02-02.wav,03-01-05-01-02-02-02.wav,02,05,angry,16000,1,3.8038125,121800,3cdd90e8866ea920fc78fbea2e4f587f,development
..\data\raw\RAVDESS\Actor_02\03-01-05-02-01-01-02.wav,03-01-05-02-01-01-02.wav,02,05,angry,16000,1,3.9039375,125004,17574f3c09c5d5e9beb4e5ddaa4ac1bc,development
..\data\raw\RAVDESS\Actor_02\03-01-05-02-01-02-02.wav,03-01-05-02-01-02-02.wav,02,05,angry,16000,1,4.004,128206,9c4db860a0657d23be8ac1c0ec5c9c6c,development
..\data\raw\RAVDESS\Actor_02\03-01-05-02-02-01-02.wav,03-01-05-02-02-01-02.wav,02,05,angry,16000,1,4.004,128206,1d753e05b78a15b50f4f5157a505f1ca,development
..\data\raw\RAVDESS\Actor_02\03-01-05-02-02-02-02.wav,03-01-05-02-02-02-02.wav,02,05,angry,16000,1,4.004,128206,a9f9dd14b072d3c7a2766ea0e45e9d93,development
..\data\raw\RAVDESS\Actor_02\03-01-06-01-01-01-02.wav,03-01-06-01-01-01-02.wav,02,06,fearful,16000,1,3.637,116462,18318ac1d01976fc15d65afb8727ac0a,development
..\data\raw\RAVDESS\Actor_02\03-01-06-01-01-02-02.wav,03-01-06-01-01-02-02.wav,02,06,fearful,16000,1,3.7370625,119664,e39c0febf827065d27432840a88c47b4,development
..\data\raw\RAVDESS\Actor_02\03-01-06-01-02-01-02.wav,03-01-06-01-02-01-02.wav,02,06,fearful,16000,1,3.670375,117530,14957f60cbfdb22f0e8f6e17c0c4ca09,development
..\data\raw\RAVDESS\Actor_02\03-01-06-01-02-02-02.wav,03-01-06-01-02-02-02.wav,02,06,fearful,16000,1,3.7370625,119664,7561e05515ba17ed88a0bb52bf99916f,development
..\data\raw\RAVDESS\Actor_02\03-01-06-02-01-01-02.wav,03-01-06-02-01-01-02.wav,02,06,fearful,16000,1,3.8038125,121800,85793e21973cc35017b52c66c0f4efac,development
..\data\raw\RAVDESS\Actor_02\03-01-06-02-01-02-02.wav,03-01-06-02-01-02-02.wav,02,06,fearful,16000,1,3.637,116462,1efb569478132b6b6e05ae60b6697677,development
..\data\raw\RAVDESS\Actor_02\03-01-06-02-02-01-02.wav,03-01-06-02-02-01-02.wav,02,06,fearful,16000,1,3.603625,115394,1bb5ee09e467d238b23bd77461e686d6,development
..\data\raw\RAVDESS\Actor_02\03-01-06-02-02-02-02.wav,03-01-06-02-02-02-02.wav,02,06,fearful,16000,1,3.603625,115394,4f8f3fbd2ac8ef9d1901b2524c976519,development
..\data\raw\RAVDESS\Actor_02\03-01-07-01-01-01-02.wav,03-01-07-01-01-01-02.wav,02,07,disgust,16000,1,3.670375,117530,5a5be0738623c1a99e7993d3833d02fd,development
..\data\raw\RAVDESS\Actor_02\03-01-07-01-01-02-02.wav,03-01-07-01-01-02-02.wav,02,07,disgust,16000,1,3.637,116462,fe9bc4c00cec8577b4c85d7f6e97d823,development
..\data\raw\RAVDESS\Actor_02\03-01-07-01-02-01-02.wav,03-01-07-01-02-01-02.wav,02,07,disgust,16000,1,3.8705625,123936,b626fc08f7d412f7b473ad1e7bcfefc4,development
..\data\raw\RAVDESS\Actor_02\03-01-07-01-02-02-02.wav,03-01-07-01-02-02-02.wav,02,07,disgust,16000,1,3.8371875,122868,9de825c10870db57744a91b7c9381e75,development
..\data\raw\RAVDESS\Actor_02\03-01-07-02-01-01-02.wav,03-01-07-02-01-01-02.wav,02,07,disgust,16000,1,4.1375,132478,017505514edf9aae4a0dd386305aabd8,development
..\data\raw\RAVDESS\Actor_02\03-01-07-02-01-02-02.wav,03-01-07-02-01-02-02.wav,02,07,disgust,16000,1,4.1375,132478,2afba93d407d1e5deca141d21bcd174b,development
..\data\raw\RAVDESS\Actor_02\03-01-07-02-02-01-02.wav,03-01-07-02-02-01-02.wav,02,07,disgust,16000,1,4.004,128206,1ed12c0deb1694fa41015fef7c2beec3,development
..\data\raw\RAVDESS\Actor_02\03-01-07-02-02-02-02.wav,03-01-07-02-02-02-02.wav,02,07,disgust,16000,1,4.037375,129274,dd10fbbb58b926d4df05388e5d9c5e71,development
..\data\raw\RAVDESS\Actor_02\03-01-08-01-01-01-02.wav,03-01-08-01-01-01-02.wav,02,08,surprised,16000,1,3.536875,113258,f4a0e500b327655066fdd50aac584791,development
..\data\raw\RAVDESS\Actor_02\03-01-08-01-01-02-02.wav,03-01-08-01-01-02-02.wav,02,08,surprised,16000,1,3.536875,113258,8aec299bde41b3a511d91e269bb3c00d,development
..\data\raw\RAVDESS\Actor_02\03-01-08-01-02-01-02.wav,03-01-08-01-02-01-02.wav,02,08,surprised,16000,1,3.603625,115394,3283bda15fe0450fd234d570397fc073,development
..\data\raw\RAVDESS\Actor_02\03-01-08-01-02-02-02.wav,03-01-08-01-02-02-02.wav,02,08,surprised,16000,1,3.536875,113258,a1e3ac4c99595c52f85893e307c53f0f,development
..\data\raw\RAVDESS\Actor_02\03-01-08-02-01-01-02.wav,03-01-08-02-01-01-02.wav,02,08,surprised,16000,1,3.7370625,119664,f0476a58b0274d982d30cd3e69f53e53,development
..\data\raw\RAVDESS\Actor_02\03-01-08-02-01-02-02.wav,03-01-08-02-01-02-02.wav,02,08,surprised,16000,1,3.7704375,120732,510a3628418ee8a82c91de191450fdf0,development
..\data\raw\RAVDESS\Actor_02\03-01-08-02-02-01-02.wav,03-01-08-02-02-01-02.wav,02,08,surprised,16000,1,3.737125,119666,ba6eac4b9d1324dea81701f381662f06,development
..\data\raw\RAVDESS\Actor_02\03-01-08-02-02-02-02.wav,03-01-08-02-02-02-02.wav,02,08,surprised,16000,1,3.8038125,121800,9b643862a006590b8f1c10b5872243d8,development
..\data\raw\RAVDESS\Actor_03\03-01-01-01-01-01-03.wav,03-01-01-01-01-01-03.wav,03,01,neutral,16000,1,3.4368125,110056,780d18e66644e6ce3a883ea0faeb975a,development
..\data\raw\RAVDESS\Actor_03\03-01-01-01-01-02-03.wav,03-01-01-01-01-02-03.wav,03,01,neutral,16000,1,3.5035,112190,3df400968262242eae2e8cd9d0542c77,development
..\data\raw\RAVDESS\Actor_03\03-01-01-01-02-01-03.wav,03-01-01-01-02-01-03.wav,03,01,neutral,16000,1,3.5035,112190,a672a3715673ca29c9aff8fc3cd3d6e9,development
..\data\raw\RAVDESS\Actor_03\03-01-01-01-02-02-03.wav,03-01-01-01-02-02-03.wav,03,01,neutral,16000,1,3.4701875,111124,b6f49f39c3d1f88c723e6cb9761a231c,development
..\data\raw\RAVDESS\Actor_03\03-01-02-01-01-01-03.wav,03-01-02-01-01-01-03.wav,03,02,calm,16000,1,3.8371875,122868,941960dd017714c836bf8f80b12b79cc,development
..\data\raw\RAVDESS\Actor_03\03-01-02-01-01-02-03.wav,03-01-02-01-01-02-03.wav,03,02,calm,16000,1,3.7370625,119664,a4d9afb7733641b4c5969c0a619e06f0,development
..\data\raw\RAVDESS\Actor_03\03-01-02-01-02-01-03.wav,03-01-02-01-02-01-03.wav,03,02,calm,16000,1,3.8371875,122868,81bf2f2c0c7ba61f74c68c98ba310b98,development
..\data\raw\RAVDESS\Actor_03\03-01-02-01-02-02-03.wav,03-01-02-01-02-02-03.wav,03,02,calm,16000,1,3.970625,127138,c768589399b1e20ca3d65d786764ce33,development
..\data\raw\RAVDESS\Actor_03\03-01-02-02-01-01-03.wav,03-01-02-02-01-01-03.wav,03,02,calm,16000,1,4.037375,129274,bdd58f72a5b372f5ab65999f40a66931,development
..\data\raw\RAVDESS\Actor_03\03-01-02-02-01-02-03.wav,03-01-02-02-01-02-03.wav,03,02,calm,16000,1,3.9706875,127140,5fadb577d30cc7dd02be5e4aeac71f14,development
..\data\raw\RAVDESS\Actor_03\03-01-02-02-02-01-03.wav,03-01-02-02-02-01-03.wav,03,02,calm,16000,1,4.1375,132478,d12ba648d87c7d9cca33ed6add4bcc5a,development
..\data\raw\RAVDESS\Actor_03\03-01-02-02-02-02-03.wav,03-01-02-02-02-02-03.wav,03,02,calm,16000,1,4.004,128206,cb5b18ad7071449c6bcd7e5a17df07f2,development
..\data\raw\RAVDESS\Actor_03\03-01-03-01-01-01-03.wav,03-01-03-01-01-01-03.wav,03,03,happy,16000,1,3.7704375,120732,149ac2a11d42aac9ab9ad889e58971a0,development
..\data\raw\RAVDESS\Actor_03\03-01-03-01-01-02-03.wav,03-01-03-01-01-02-03.wav,03,03,happy,16000,1,3.603625,115394,cb257e13e72d15ad8abd20bb567fe5a5,development
..\data\raw\RAVDESS\Actor_03\03-01-03-01-02-01-03.wav,03-01-03-01-02-01-03.wav,03,03,happy,16000,1,3.5035,112190,3667eb0a601ea24007a41db868e99e21,development
..\data\raw\RAVDESS\Actor_03\03-01-03-01-02-02-03.wav,03-01-03-01-02-02-03.wav,03,03,happy,16000,1,3.5035,112190,63e1e0fedbedcf1a5d673ef4ce2f579f,development
..\data\raw\RAVDESS\Actor_03\03-01-03-02-01-01-03.wav,03-01-03-02-01-01-03.wav,03,03,happy,16000,1,4.3043125,137816,38e0644a6e46c686a2f70268f410c529,development
..\data\raw\RAVDESS\Actor_03\03-01-03-02-01-02-03.wav,03-01-03-02-01-02-03.wav,03,03,happy,16000,1,4.4044375,141020,1befdb05b505474d36eade10b4d9b722,development
..\data\raw\RAVDESS\Actor_03\03-01-03-02-02-01-03.wav,03-01-03-02-02-01-03.wav,03,03,happy,16000,1,4.1375,132478,cbf091fbbfd0eb5755fdc6419dbeddc6,development
..\data\raw\RAVDESS\Actor_03\03-01-03-02-02-02-03.wav,03-01-03-02-02-02-03.wav,03,03,happy,16000,1,3.8371875,122868,58fbddf7ffcae9401db395010dc548ba,development
